,id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
247,1066278,2011,01/12/2011,1122013,1.0,RENT,1,Low,33000,1,14125, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,23.13,16055.99,14125.0,0.0,455.18,ulster
248,1066281,2011,01/12/2011,1122014,5.0,RENT,1,Low,62800,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,19.24,16897.179809999998,14000.0,0.0,469.63,ulster
249,1056150,2011,01/12/2011,1112012,3.0,RENT,1,Low,26400,1,13200, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,17.27,D,4,9.64,10200.26,8975.0,0.0,224.36,munster
250,1066434,2011,01/12/2011,1012013,10.0,MORTGAGE,3,Low,80000,1,4000, 36 months,1,INDIVIDUAL,1,vacation,11,High,2,Good Loan,0,19.03,E,5,20.59,4340.62,4000.0,0.0,146.69,leinster
251,1048526,2011,01/12/2011,1032013,2.0,RENT,1,Low,25000,1,4000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,6.86,2022.66,1373.86,150.58,134.18,ulster
252,1028566,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Low,65000,1,10500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,10.36,11503.77547,10500.0,0.0,319.58,munster
253,1066424,2011,01/12/2011,1072014,10.0,OWN,2,Low,59000,1,5500, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,7.9,A,1,6.65,6171.267137,5500.0,0.0,172.1,Northern-Irl
254,1066212,2011,01/12/2011,1092014,1.0,RENT,1,Low,33000,1,7350, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,22.51,8725.632456,7350.0,0.0,243.11,ulster
255,1066232,2011,01/12/2011,1042014,10.0,RENT,1,Low,39000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,12.42,B,2,18.31,11604.88,9635.96,12.02,334.16,cannught
256,1056219,2011,01/12/2011,1012015,10.0,RENT,1,Low,42000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,10.74,13456.32312,12000.0,0.0,373.33,cannught
257,1066199,2011,01/12/2011,1102015,5.0,MORTGAGE,3,Low,38004,1,5000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,11.71,B,2,23.78,6534.43,5000.0,0.0,110.5,cannught
258,1060851,2011,01/12/2011,1052012,3.0,OWN,2,Low,31000,1,8000, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,11.71,B,2,16.22,8306.47,8000.0,0.0,176.79,ulster
259,972383,2011,01/12/2011,1122013,10.0,MORTGAGE,3,Low,50700,1,4500, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,8.9,A,1,23.43,5050.37,4500.0,0.0,142.89,leinster
260,1066191,2011,01/12/2011,1102014,1.0,OWN,2,Low,75000,1,18000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,12.51,21629.24351,18000.0,0.0,601.48,leinster
261,1066173,2011,01/12/2011,1122015,2.0,MORTGAGE,3,Low,30000,1,12300, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,12.76,13556.6,9125.24,0.0,282.96,ulster
262,1066379,2011,01/12/2011,1072012,6.0,RENT,1,Low,40000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,15.72,12761.93,12000.0,0.0,407.17,leinster
263,1066364,2011,01/12/2011,1042014,10.0,MORTGAGE,3,Low,50000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,5.88,12077.32731,10000.0,0.0,339.31,ulster
264,1066140,2011,01/12/2011,1112013,7.0,MORTGAGE,3,Low,80000,1,6000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.9,A,1,8.87,6633.12,6000.0,0.0,187.75,cannught
265,1066171,2011,01/12/2011,1102013,4.0,RENT,1,Low,40000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,22.2,14006.68,12000.0,0.0,402.54,Northern-Irl
266,1066162,2011,01/12/2011,1032014,7.0,RENT,1,Low,80000,1,12000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Bad Loan,1,8.9,A,1,9.13,10411.4,8330.52,516.32,381.04,ulster
267,1040154,2011,01/12/2011,1012015,2.0,RENT,1,Low,75000,1,7000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,15.57,8331.940085,7000.0,0.0,231.54,ulster
268,1066155,2011,01/12/2011,1032012,8.0,MORTGAGE,3,Low,85000,1,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,12.0,28061.33,26825.0,0.0,690.56,cannught
269,1065382,2011,01/12/2011,1102012,1.0,RENT,1,Low,28800,1,1400, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.9,A,1,10.0,1478.87,1400.0,0.0,43.81,leinster
270,1063447,2011,01/12/2011,1012014,10.0,RENT,1,Low,35000,1,16000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Bad Loan,1,13.49,C,3,16.22,10343.32,5147.59,1517.32,368.08,leinster
271,1065932,2011,01/12/2011,1102014,9.0,RENT,1,Low,61200,1,3200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,2.16,3709.19273,3200.0,0.0,103.12,ulster
272,1065936,2011,01/12/2011,1082014,1.0,RENT,1,Low,40000,1,8000, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,7.9,A,1,13.35,8986.263663,8000.0,0.0,250.33,ulster
273,1066112,2011,01/12/2011,1032012,0.5,RENT,1,Low,25920,1,11875, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,23.75,1185.35,285.76,651.01,268.32,ulster
274,1066084,2011,01/12/2011,1122013,9.0,MORTGAGE,3,Low,54000,1,5000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.03,A,1,3.82,5410.75,5000.0,0.0,152.18,Northern-Irl
275,1066081,2011,01/12/2011,1102012,10.0,RENT,1,Low,18000,1,1800, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,6.62,A,1,23.8,1880.09,1800.0,0.0,55.27,cannught
276,1065896,2011,01/12/2011,1102012,5.0,RENT,1,Low,85000,1,35000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,17.73,37304.76,35000.0,0.0,1111.37,cannught
277,1066065,2011,01/12/2011,1062013,5.0,RENT,1,Low,78000,1,18000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.9,A,1,7.0,19883.16,18000.0,0.0,571.56,Northern-Irl
278,1066071,2011,01/12/2011,1032013,10.0,OWN,2,Low,45600,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.9,A,1,19.74,6130.32,5053.24,0.0,438.07,leinster
279,1062094,2011,01/12/2011,1112012,2.0,RENT,1,Low,70000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,20.06,5501.16,5000.0,0.0,167.08,munster
280,1061154,2011,01/12/2011,1062014,4.0,RENT,1,Low,70000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,15.96,C,3,14.04,9993.120439,8000.0,0.0,281.1,cannught
281,1066061,2011,01/12/2011,1012014,9.0,MORTGAGE,3,Low,80000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,12.99,10840.08,10000.0,0.0,304.36,Northern-Irl
282,1065863,2011,01/12/2011,1022014,5.0,RENT,1,Low,50000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,4.63,11019.26,10000.0,0.0,311.11,Northern-Irl
283,1065862,2011,01/12/2011,1012015,10.0,MORTGAGE,3,Low,35000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,18.51,14432.91814,12000.0,0.0,400.99,ulster
284,1065854,2011,01/12/2011,1112012,3.0,MORTGAGE,3,Low,65000,1,23200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,27.99,24554.42,23199.99,0.0,725.94,cannught
285,1065145,2011,01/12/2011,1122015,1.0,MORTGAGE,3,Low,84000,1,18000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,15.27,C,3,11.41,20631.16,13208.94,0.0,430.78,Northern-Irl
286,1062260,2011,01/12/2011,1012015,10.0,MORTGAGE,3,Low,75000,1,4800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,9.3,6005.1239369999985,4800.0,0.0,167.03,leinster
287,1065842,2011,01/12/2011,1082014,6.0,RENT,1,Low,35000,1,7300, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,16.42,8654.581876999999,7300.0,0.0,241.46,leinster
288,1066018,2011,01/12/2011,1082014,6.0,RENT,1,Low,40000,1,10400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,11.67,12022.8865,10400.0,0.0,335.14,leinster
289,1049352,2011,01/12/2011,1042013,1.0,MORTGAGE,3,Low,100000,1,6600, 36 months,1,INDIVIDUAL,1,house,12,Low,1,Good Loan,0,9.91,B,2,15.53,7274.62,6600.0,0.0,212.69,leinster
290,1066016,2011,01/12/2011,1012015,7.0,OWN,2,Low,40000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,9.45,13715.45783,12000.0,0.0,381.04,Northern-Irl
291,1065997,2011,01/12/2011,1042013,10.0,RENT,1,Low,52000,1,13250, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.27,D,4,23.7,15650.39,13250.0,0.0,474.19,Northern-Irl
292,1061891,2011,01/12/2011,1012015,3.0,RENT,1,Low,92500,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,15.97,14286.72251,12000.0,0.0,396.92,ulster
293,1065752,2011,01/12/2011,1012015,9.0,RENT,1,Low,61000,1,25000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,10.35,29000.83503,25000.0,0.0,805.63,ulster
294,1063126,2011,01/12/2011,1012015,10.0,RENT,1,Low,36000,1,6000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,10.65,B,2,14.43,7033.840265000002,6000.0,0.0,195.44,ulster
295,1065738,2011,01/12/2011,1102013,10.0,MORTGAGE,3,Low,68000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.51,A,1,7.08,12554.01,12000.0,0.0,373.33,ulster
296,1061467,2011,01/12/2011,1102012,1.0,RENT,1,Low,80000,1,14400, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,16.35,15543.7,14400.0,0.0,476.3,ulster
297,1065721,2011,01/12/2011,1012015,10.0,RENT,1,Low,43000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,11.58,12026.29966,10000.0,0.0,334.16,Northern-Irl
298,1065717,2011,01/12/2011,1012015,1.0,RENT,1,Medium,150000,2,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,2.48,9522.45744,8000.0,0.0,264.61,Northern-Irl
299,1065026,2011,01/12/2011,1042013,5.0,RENT,1,Low,50000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,16.29,D,4,13.22,4533.54,2798.78,298.32,282.41,ulster
300,1057001,2011,01/12/2011,1102013,3.0,RENT,1,Low,70000,1,30000, 60 months,2,INDIVIDUAL,1,small_business,3,Low,1,Bad Loan,1,12.42,B,2,0.94,17179.15,8464.18,3001.66,673.72,munster
301,1065513,2011,01/12/2011,1102013,6.0,OWN,2,Low,40000,1,18000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Bad Loan,1,16.77,D,4,18.42,11229.37,4677.94,1899.49,445.13,ulster
302,1065698,2011,01/12/2011,1012015,2.0,OWN,2,Low,35000,1,13250, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,22.35,15775.487469999998,13250.0,0.0,438.26,Northern-Irl
303,1065681,2011,01/12/2011,1012015,6.0,RENT,1,Low,80000,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,16.21,17282.30673,14000.0,0.0,480.33,ulster
304,1061788,2011,01/12/2011,1032014,10.0,OWN,2,Low,59000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,20.3,E,5,20.91,16063.42,6317.7,1954.88,533.23,ulster
305,1065484,2011,01/12/2011,1022014,10.0,RENT,1,Low,40000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.29,D,4,24.39,12455.59,10000.0,0.0,353.01,Northern-Irl
306,1061681,2011,01/12/2011,1102015,5.0,RENT,1,Low,85000,1,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.3,E,5,20.16,36085.55828000001,23250.0,0.0,619.88,Northern-Irl
307,1065661,2011,01/12/2011,1032014,1.0,RENT,1,Low,55000,1,4000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,7.05,4355.443114,4000.0,0.0,121.75,ulster
308,1065663,2011,01/12/2011,1052014,6.0,RENT,1,Medium,110000,2,13000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,8.38,14957.75365,13000.0,0.0,418.93,ulster
309,1065480,2011,01/12/2011,1012015,5.0,RENT,1,Low,100000,1,28000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,12.35,33809.04918,28000.0,0.0,939.26,cannught
310,1065658,2011,01/12/2011,1012013,3.0,RENT,1,Low,62000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,11.52,11250.9,10000.0,0.0,339.31,Northern-Irl
311,1065447,2011,01/12/2011,1012015,0.5,RENT,1,Low,45000,1,20000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,9.25,22527.93726,20000.0,0.0,625.81,leinster
312,1065470,2011,01/12/2011,1102012,5.0,RENT,1,Medium,110000,2,18000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,10.0,19205.83,18000.0,0.0,580.05,leinster
313,1065467,2011,01/12/2011,1102013,3.0,RENT,1,Low,60000,1,9000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,19.91,E,5,22.56,5227.64,2327.73,0.0,238.0,ulster
314,1065649,2011,01/12/2011,1042015,10.0,RENT,1,Low,61500,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,18.64,E,5,12.6,25775.38,13993.4,17.68,643.58,Northern-Irl
315,1065430,2011,01/12/2011,1072014,3.0,RENT,1,Low,33000,1,10000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,11.71,B,2,8.69,11838.8778,10000.0,0.0,330.76,Northern-Irl
316,1059462,2011,01/12/2011,1122014,3.0,RENT,1,Low,61000,1,4200, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,6.03,A,1,8.92,4601.62011,4200.0,0.0,127.83,Northern-Irl
317,1064102,2011,01/12/2011,1102012,10.0,OWN,2,Low,78216,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,15.27,C,3,10.79,5797.78,2367.51,1024.88,478.64,ulster
318,1062399,2011,01/12/2011,1082015,1.0,MORTGAGE,3,Low,62000,1,18000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.27,D,4,7.82,19767.48,11594.61,0.0,449.97,leinster
319,1065572,2011,01/12/2011,1012015,2.0,RENT,1,Low,50964,1,24000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,8.83,30497.29156,24000.0,0.0,847.21,leinster
320,1065567,2011,01/12/2011,1012015,3.0,RENT,1,Low,43680,1,4475, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,15.27,C,3,18.79,5601.556133,4475.0,0.0,155.72,ulster
321,1065342,2011,01/12/2011,1122015,2.0,MORTGAGE,3,Low,56000,1,20000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,12.15,22660.12,14758.56,0.0,472.14,ulster
322,1065355,2011,01/12/2011,1012015,5.0,RENT,1,Low,50700,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,22.49,14431.5364,12000.0,0.0,400.99,Northern-Irl
323,1058717,2011,01/12/2011,1092015,6.05,MORTGAGE,3,Low,60000,1,18000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.58,D,4,21.96,26369.52552,18000.0,0.0,452.98,leinster
324,1065348,2011,01/12/2011,1062012,2.0,RENT,1,Low,30000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.42,B,2,23.84,833.7,587.51,0.0,167.08,leinster
325,890389,2011,01/12/2011,1102013,5.0,RENT,1,Low,50000,1,3000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,6.03,A,1,5.5,3207.71,3000.0,0.0,91.31,leinster
326,1065142,2011,01/12/2011,1122015,10.0,RENT,1,Low,75000,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.03,E,5,19.63,31102.15,17938.36,0.0,648.93,ulster
327,1065320,2011,01/12/2011,1122015,3.0,RENT,1,Low,90000,1,18000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,19.03,E,5,11.32,22392.2,12914.45,0.0,467.23,Northern-Irl
328,1065304,2011,01/12/2011,1032013,10.0,RENT,1,Low,55000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,9.91,B,2,13.0,5851.68,4244.34,444.88,386.7,Northern-Irl
329,1065180,2011,01/12/2011,1012015,10.0,MORTGAGE,3,Low,50000,1,20000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,15.27,C,3,4.34,25041.22844,20000.0,0.0,695.96,Northern-Irl
330,1065298,2011,01/12/2011,1072014,3.0,RENT,1,Low,84000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,13.87,12155.9177,10000.0,0.0,339.31,ulster
331,1064904,2011,01/12/2011,1012014,6.0,OWN,2,Medium,155000,2,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,17.85,17713.89,15000.0,0.0,501.23,leinster
332,1064696,2011,01/12/2011,1062014,0.5,MORTGAGE,3,Low,62000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,8.71,13448.7262,12000.0,0.0,375.49,Northern-Irl
333,977277,2011,01/12/2011,1122015,2.0,MORTGAGE,3,Medium,175000,2,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,5.23,13903.92,10150.15,0.0,290.64,munster
334,1065260,2011,01/12/2011,1012015,2.0,RENT,1,Low,30000,1,6300, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,7.2,7499.162448999998,6300.0,0.0,208.38,Northern-Irl
335,1059734,2011,01/12/2011,1122015,7.0,RENT,1,Low,50000,1,20000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.77,D,4,22.82,23717.44,14559.42,0.0,494.59,cannught
336,1065110,2011,01/12/2011,1102012,8.0,MORTGAGE,3,High,208000,3,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.27,D,4,7.94,26012.99,23150.0,0.0,578.71,Northern-Irl
337,1047987,2011,01/12/2011,1122013,2.0,MORTGAGE,3,Low,35004,1,8250, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,15.96,C,3,15.6,10423.49,8250.0,0.0,200.45,Northern-Irl
338,1065104,2011,01/12/2011,1122015,7.0,OWN,2,Low,85000,1,20000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,12.69,B,2,10.21,21660.78,14914.19,0.0,451.9,leinster
339,1065103,2011,01/12/2011,1062012,5.0,RENT,1,Low,32000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,11.71,B,2,21.83,1958.97,1186.67,308.22,330.76,leinster
340,1065254,2011,01/12/2011,1102012,10.0,MORTGAGE,3,Medium,116400,2,24000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Bad Loan,1,8.9,A,1,3.94,8649.71,6036.95,1032.31,762.08,leinster
341,1064873,2011,01/12/2011,1012015,9.0,MORTGAGE,3,Low,40000,1,14400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,20.16,17385.83708,14400.0,0.0,483.05,cannught
342,1065244,2011,01/12/2011,1122014,7.0,RENT,1,Low,34000,1,6000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,21.39,7463.193559,6000.0,0.0,206.97,Northern-Irl
343,1064969,2011,01/12/2011,1012015,5.0,MORTGAGE,3,Low,73000,1,22000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.96,C,3,22.47,27811.73074,22000.0,0.0,773.03,cannught
344,1059620,2011,01/12/2011,1102012,10.0,RENT,1,Low,57200,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,11.71,B,2,16.36,3564.9,2613.54,0.0,396.92,Northern-Irl
345,1032978,2011,01/12/2011,1012015,0.5,MORTGAGE,3,Medium,114000,2,16000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,17.2,20462.90627,16000.0,0.0,568.62,cannught
346,1065234,2011,01/12/2011,1012015,10.0,MORTGAGE,3,Low,90000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,11.16,11723.71263,10000.0,0.0,325.74,Northern-Irl
347,1064958,2011,01/12/2011,1012016,8.0,MORTGAGE,3,Low,54000,1,16000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,19.03,E,5,16.89,14442.38,8333.95,0.0,301.76,leinster
348,1065196,2011,01/12/2011,1102013,2.0,RENT,1,Low,35000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,12.03,7690.46,5358.77,660.29,335.45,leinster
349,1065199,2011,01/12/2011,1032012,7.0,RENT,1,Low,56000,1,3500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,10.35,3615.21,3500.0,0.0,118.76,leinster
350,1065195,2011,01/12/2011,1062014,5.0,RENT,1,Low,35000,1,9600, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,16.49,11082.04967,9600.0,0.0,309.36,leinster
351,1065020,2011,01/12/2011,1012015,10.0,MORTGAGE,3,Low,40000,1,9875, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,24.03,11122.69106,9875.0,0.0,309.0,Northern-Irl
352,1065016,2011,01/12/2011,1012013,2.0,OWN,2,Low,59000,1,21500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.58,D,4,22.86,19857.78,16975.0,0.0,427.19,cannught
353,1064924,2011,01/12/2011,1102012,6.0,RENT,1,Low,48000,1,4800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,13.0,5080.25,4800.0,0.0,150.2,leinster
354,1064940,2011,01/12/2011,1012015,10.0,OWN,2,Low,85000,1,7800, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,6.03,A,1,0.78,8545.840368000001,7800.0,0.0,237.4,ulster
355,1064932,2011,01/12/2011,1112013,10.0,MORTGAGE,3,Low,70000,1,20000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.27,C,3,6.21,23996.94,20000.0,0.0,686.18,munster
356,1062248,2011,01/12/2011,1052013,4.0,RENT,1,Low,35000,1,9750, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.51,A,1,29.04,5150.83,4327.31,0.0,303.34,ulster
357,1064985,2011,01/12/2011,1102013,6.0,MORTGAGE,3,Low,91000,1,18000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,15.96,C,3,23.41,18879.1,15050.0,0.0,365.67,leinster
358,1064926,2011,01/12/2011,1042014,9.0,MORTGAGE,3,Low,30000,1,5000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,6.03,A,1,16.48,5451.029788,5000.0,0.0,152.18,ulster
359,1064908,2011,01/12/2011,1092013,4.0,RENT,1,Low,45000,1,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,17.01,10750.2,9000.0,0.0,310.45,Northern-Irl
360,1059118,2011,01/12/2011,1012015,1.0,RENT,1,Low,55000,1,7200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,11.98,8109.259708,7200.0,0.0,225.29,leinster
361,1064897,2011,01/12/2011,1122015,3.0,RENT,1,Low,53004,1,3000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,19.03,E,5,10.73,3729.4,2151.55,0.0,77.88,leinster
362,1064754,2011,01/12/2011,1122014,10.0,RENT,1,Low,60000,1,25000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,19.42,E,5,20.04,26721.85,11624.71,3842.06,654.31,ulster
363,1060082,2011,01/12/2011,1112012,8.0,OWN,2,Low,82000,1,25000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,18.5,28094.27,25000.0,0.0,869.95,ulster
